Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Año,Gènere,Salari mensual,Fills,No Fills,Grup Professional,nombre_completo,Nacida_en_España,Hijos,fecha_nacimiento,edad_actual,Increment
Daniel,Castro,Colòmbia,Medellín,13,10,1956,Home,1267.35,1.0,,Grup A,Daniel Castro,False,Sí,1956-10-13,69,0.05
Andrés,Torres,Colòmbia,Medellín,13,1,1967,Home,1645.35,,1.0,Grup A,Andrés Torres,False,No,1967-01-13,59,0.05
Valentina,Castro Rojas,Colòmbia,Medellín,8,12,1986,Dona,857.85,1.0,,Grup A,Valentina Castro Rojas,False,Sí,1986-12-08,39,0.05
Valentina,Torres,Colòmbia,Medellín,12,7,1981,Dona,901.95,1.0,,Grup A,Valentina Torres,False,Sí,1981-07-12,44,0.05
Felipe,Gutiérrez,Colòmbia,Medellín,13,11,1989,Home,1338.75,,1.0,Grup A,Felipe Gutiérrez,False,No,1989-11-13,36,0.05
Felipe,Gutiérrez,Colòmbia,Medellín,17,9,1953,Home,1199.1,1.0,,Grup A,Felipe Gutiérrez,False,Sí,1953-09-17,72,0.05
Clara,Sánchez Martínez,Espanya,Barcelona,18,3,1996,Dona,1315.65,1.0,,Grup A,Clara Sánchez Martínez,True,Sí,1996-03-18,30,0.05
Toni,Sánchez García,Espanya,Barcelona,9,8,1999,Home,1095.15,,1.0,Grup A,Toni Sánchez García,True,No,1999-08-09,26,0.05
Toni,Martínez,Espanya,Barcelona,16,5,1964,Home,935.55,,1.0,Grup A,Toni Martínez,True,No,1964-05-16,62,0.05
Oriol,Sánchez,Espanya,Barcelona,27,7,1965,Home,1312.5,,1.0,Grup A,Oriol Sánchez,True,No,1965-07-27,60,0.05
Núria,Castells,Espanya,Barcelona,2,7,2005,Dona,1411.2,1.0,,Grup A,Núria Castells,True,Sí,2005-07-02,20,0.05
Oriol,López Martínez,Espanya,Barcelona,25,6,1952,Home,1069.95,1.0,,Grup A,Oriol López Martínez,True,Sí,1952-06-25,73,0.05
Jordi,Romero,Espanya,Barcelona,27,8,1968,Home,848.4,,1.0,Grup A,Jordi Romero,True,No,1968-08-27,57,0.05
Toni,López Sánchez,Espanya,Barcelona,25,2,1975,Home,1039.5,,1.0,Grup A,Toni López Sánchez,True,No,1975-02-25,51,0.05
Joan,Castells,Espanya,Barcelona,10,12,1975,Home,1750.35,1.0,,Grup A,Joan Castells,True,Sí,1975-12-10,50,0.05
Arnau,Sánchez López,Espanya,Barcelona,28,6,1960,Home,1171.8,,1.0,Grup A,Arnau Sánchez López,True,No,1960-06-28,65,0.05
Eva,Martínez,Espanya,Barcelona,11,9,1974,Dona,822.15,,1.0,Grup A,Eva Martínez,True,No,1974-09-11,51,0.05
Joan,Romero Romero,Espanya,Barcelona,21,2,1999,Home,1620.15,1.0,,Grup A,Joan Romero Romero,True,Sí,1999-02-21,27,0.05
Anna,Sánchez,Espanya,Barcelona,17,7,1984,Altres,1509.9,1.0,,Grup A,Anna Sánchez,True,Sí,1984-07-17,41,0.05
Núria,Ferrer,Espanya,Barcelona,18,4,1957,,1465.8,1.0,,Grup A,Núria Ferrer,True,Sí,1957-04-18,69,0.05
Marc,Ferrer Castells,Espanya,Barcelona,25,8,2002,Home,1755.6,,1.0,Grup A,Marc Ferrer Castells,True,No,2002-08-25,23,0.05
Marc,García,Espanya,Barcelona,23,7,1998,Home,1408.05,1.0,,Grup A,Marc García,True,Sí,1998-07-23,27,0.05
Joan,García,Espanya,Barcelona,24,12,1957,Home,1635.9,1.0,,Grup A,Joan García,True,Sí,1957-12-24,68,0.05
Marc,Martínez Martínez,Espanya,Barcelona,6,4,2001,,1160.25,1.0,,Grup A,Marc Martínez Martínez,True,Sí,2001-04-06,25,0.05
Toni,Romero,Espanya,Barcelona,9,12,1989,Home,1741.95,1.0,,Grup A,Toni Romero,True,Sí,1989-12-09,36,0.05
Oriol,García Castells,Espanya,Barcelona,18,6,1955,Home,1272.6,,1.0,Grup A,Oriol García Castells,True,No,1955-06-18,70,0.05
Carla,López,Espanya,Barcelona,18,7,1965,Dona,1216.95,1.0,,Grup A,Carla López,True,Sí,1965-07-18,60,0.05
Laia,Ferrer,Espanya,Barcelona,23,11,1972,Dona,987.0,,1.0,Grup A,Laia Ferrer,True,No,1972-11-23,53,0.05
Anna,Castells García,Espanya,Barcelona,22,10,1952,Dona,732.9,,1.0,Grup A,Anna Castells García,True,No,1952-10-22,73,0.05
Oriol,Ferrer Martínez,Espanya,Barcelona,26,7,1950,Home,1001.7,,1.0,Grup A,Oriol Ferrer Martínez,True,No,1950-07-26,75,0.05
Jordi,Sánchez,Espanya,Barcelona,18,6,1981,Home,840.0,1.0,,Grup A,Jordi Sánchez,True,Sí,1981-06-18,44,0.05
Jordi,Sánchez Martínez,Espanya,Barcelona,6,11,1998,Home,1149.75,,1.0,Grup A,Jordi Sánchez Martínez,True,No,1998-11-06,27,0.05
Marta,Ferrer,Espanya,Barcelona,28,6,2001,Dona,1368.15,1.0,,Grup A,Marta Ferrer,True,Sí,2001-06-28,24,0.05
Núria,López Romero,Espanya,Barcelona,17,9,1957,Dona,1099.35,,1.0,Grup A,Núria López Romero,True,No,1957-09-17,68,0.05
Laia,Martínez,Espanya,Barcelona,22,1,1951,Dona,1247.4,1.0,,Grup A,Laia Martínez,True,Sí,1951-01-22,75,0.05
Marc,Ferrer Sánchez,Espanya,Barcelona,15,7,1977,Home,1757.7,,1.0,Grup A,Marc Ferrer Sánchez,True,No,1977-07-15,48,0.05
Núria,García Martínez,Espanya,Barcelona,26,5,2005,Dona,1386.0,1.0,,Grup A,Núria García Martínez,True,Sí,2005-05-26,21,0.05
Carla,López López,Espanya,Barcelona,7,3,1956,Dona,852.6,1.0,,Grup A,Carla López López,True,Sí,1956-03-07,70,0.05
Oriol,García Ferrer,Espanya,Barcelona,9,12,2003,Home,1683.15,1.0,,Grup A,Oriol García Ferrer,True,Sí,2003-12-09,22,0.05
Carla,Ferrer,Espanya,Barcelona,27,10,1987,Dona,877.8,,1.0,Grup A,Carla Ferrer,True,No,1987-10-27,38,0.05
Arnau,López Martínez,Espanya,Barcelona,15,11,1972,Home,1666.35,,1.0,Grup A,Arnau López Martínez,True,No,1972-11-15,53,0.05
Laia,Martínez,Espanya,Barcelona,11,2,1951,Dona,1371.3,,1.0,Grup A,Laia Martínez,True,No,1951-02-11,75,0.05
Laia,Martínez Romero,Espanya,Barcelona,5,9,1958,Dona,1097.25,,1.0,Grup A,Laia Martínez Romero,True,No,1958-09-05,67,0.05
Carla,Romero López,Espanya,Barcelona,23,5,2002,Dona,814.8,1.0,,Grup A,Carla Romero López,True,Sí,2002-05-23,24,0.05
Carla,García,Espanya,Barcelona,25,10,1952,Dona,997.5,,1.0,Grup A,Carla García,True,No,1952-10-25,73,0.05
Clara,Castells Romero,Espanya,Barcelona,4,1,1999,Dona,1461.6,1.0,,Grup A,Clara Castells Romero,True,Sí,1999-01-04,27,0.05
Pau,Castells,Espanya,Barcelona,1,7,1972,Home,1056.3,,1.0,Grup A,Pau Castells,True,No,1972-07-01,53,0.05
Anna,Castells,Espanya,Barcelona,2,1,1951,Dona,964.95,,1.0,Grup A,Anna Castells,True,No,1951-01-02,75,0.05
Núria,Ferrer,Espanya,Barcelona,27,10,1977,Dona,1179.15,,1.0,Grup A,Núria Ferrer,True,No,1977-10-27,48,0.05
Toni,López,Espanya,Barcelona,27,9,1979,,904.05,,1.0,Grup A,Toni López,True,No,1979-09-27,46,0.05
Jordi,Castells,Espanya,Barcelona,19,7,1978,Home,1618.05,,1.0,Grup A,Jordi Castells,True,No,1978-07-19,47,0.05
Jordi,Ferrer,Espanya,Barcelona,28,6,2002,Home,1009.05,,1.0,Grup A,Jordi Ferrer,True,No,2002-06-28,23,0.05
Pau,Castells,Espanya,Barcelona,14,9,1991,Home,1642.2,,1.0,Grup A,Pau Castells,True,No,1991-09-14,34,0.05
Joan,Martínez Castells,Espanya,Barcelona,22,7,1987,Home,1223.25,,1.0,Grup A,Joan Martínez Castells,True,No,1987-07-22,38,0.05
Toni,Ferrer,Espanya,Barcelona,24,8,1972,Home,1750.35,1.0,,Grup A,Toni Ferrer,True,Sí,1972-08-24,53,0.05
Jordi,García,Espanya,Barcelona,3,1,1975,Home,1014.3,1.0,,Grup A,Jordi García,True,Sí,1975-01-03,51,0.05
Arnau,Sánchez,Espanya,Barcelona,16,12,1998,Home,1506.75,,1.0,Grup A,Arnau Sánchez,True,No,1998-12-16,27,0.05
Joan,Romero Martínez,Espanya,Barcelona,2,11,1973,Home,1623.3,1.0,,Grup A,Joan Romero Martínez,True,Sí,1973-11-02,52,0.05
Marta,Castells López,Espanya,Barcelona,9,6,1985,Dona,1509.9,,1.0,Grup A,Marta Castells López,True,No,1985-06-09,40,0.05
Pau,Ferrer Martínez,Espanya,Barcelona,24,12,1964,Home,895.65,,1.0,Grup A,Pau Ferrer Martínez,True,No,1964-12-24,61,0.05
Laia,Romero Martínez,Espanya,Barcelona,28,5,1964,Dona,1065.75,,1.0,Grup A,Laia Romero Martínez,True,No,1964-05-28,62,0.05
Marc,Martínez Castells,Espanya,Barcelona,13,5,1979,,1546.65,,1.0,Grup A,Marc Martínez Castells,True,No,1979-05-13,47,0.05
Pau,Castells Martínez,Espanya,Barcelona,3,1,1985,Home,1304.1,,1.0,Grup A,Pau Castells Martínez,True,No,1985-01-03,41,0.05
Anna,Castells Ferrer,Espanya,Barcelona,8,1,1983,Dona,1568.7,1.0,,Grup A,Anna Castells Ferrer,True,Sí,1983-01-08,43,0.05
Toni,Romero,Espanya,Barcelona,7,5,1990,Home,1156.05,,1.0,Grup A,Toni Romero,True,No,1990-05-07,36,0.05
Joan,López,Espanya,Barcelona,22,10,1964,Home,1704.15,,1.0,Grup A,Joan López,True,No,1964-10-22,61,0.05
Eva,Castells Romero,Espanya,Barcelona,13,2,1980,Altres,977.55,,1.0,Grup A,Eva Castells Romero,True,No,1980-02-13,46,0.05
Clara,Castells,Espanya,Barcelona,17,7,1953,Dona,816.9,,1.0,Grup A,Clara Castells,True,No,1953-07-17,72,0.05
Joan,Romero Romero,Espanya,Barcelona,3,11,1995,Home,1163.4,1.0,,Grup A,Joan Romero Romero,True,Sí,1995-11-03,30,0.05
Clara,Sánchez,Espanya,Barcelona,3,10,1985,Dona,1502.55,,1.0,Grup A,Clara Sánchez,True,No,1985-10-03,40,0.05
Núria,López,Espanya,Barcelona,28,5,1961,Dona,836.85,1.0,,Grup A,Núria López,True,Sí,1961-05-28,65,0.05
Eva,García,Espanya,Barcelona,27,10,1960,Dona,760.2,1.0,,Grup A,Eva García,True,Sí,1960-10-27,65,0.05
Carla,Castells Castells,Espanya,Barcelona,27,3,1977,Dona,1500.45,,1.0,Grup A,Carla Castells Castells,True,No,1977-03-27,49,0.05
Marta,Romero,Espanya,Barcelona,8,4,1957,Dona,724.5,,1.0,Grup A,Marta Romero,True,No,1957-04-08,69,0.05
Toni,Martínez Castells,Espanya,Barcelona,23,10,1957,Home,1445.85,,1.0,Grup A,Toni Martínez Castells,True,No,1957-10-23,68,0.05
Carla,Martínez Castells,Espanya,Barcelona,21,10,1980,Dona,792.75,,1.0,Grup A,Carla Martínez Castells,True,No,1980-10-21,45,0.05
Oriol,López Romero,Espanya,Barcelona,22,5,1983,Home,1191.75,1.0,,Grup A,Oriol López Romero,True,Sí,1983-05-22,43,0.05
Carla,Ferrer,Espanya,Barcelona,13,12,1969,Dona,956.55,,1.0,Grup A,Carla Ferrer,True,No,1969-12-13,56,0.05
Laia,Sánchez Martínez,Espanya,Barcelona,10,2,1971,Dona,1498.35,,1.0,Grup A,Laia Sánchez Martínez,True,No,1971-02-10,55,0.05
Oriol,Castells,Espanya,Barcelona,3,12,1987,Home,1745.1,,1.0,Grup A,Oriol Castells,True,No,1987-12-03,38,0.05
Jordi,Romero García,Espanya,Barcelona,17,2,1972,Home,1190.7,,1.0,Grup A,Jordi Romero García,True,No,1972-02-17,54,0.05
Oriol,Sánchez,Espanya,Barcelona,5,2,1986,Home,784.35,,1.0,Grup A,Oriol Sánchez,True,No,1986-02-05,40,0.05
Laia,Romero,Espanya,Barcelona,17,9,1966,Dona,999.6,1.0,,Grup A,Laia Romero,True,Sí,1966-09-17,59,0.05
Jordi,Romero,Espanya,Barcelona,6,9,1952,Home,1756.65,1.0,,Grup A,Jordi Romero,True,Sí,1952-09-06,73,0.05
Oriol,García Castells,Espanya,Barcelona,8,5,1987,Home,962.85,,1.0,Grup A,Oriol García Castells,True,No,1987-05-08,39,0.05
Laia,López,Espanya,Barcelona,8,3,1970,Dona,1380.75,,1.0,Grup A,Laia López,True,No,1970-03-08,56,0.05
Laia,Ferrer Martínez,Espanya,Barcelona,11,11,1980,Dona,716.1,,1.0,Grup A,Laia Ferrer Martínez,True,No,1980-11-11,45,0.05
Jordi,Sánchez,Espanya,Bilbao,16,8,1962,Home,779.1,,1.0,Grup A,Jordi Sánchez,True,No,1962-08-16,63,0.05
Anna,Martínez Martínez,Espanya,Bilbao,26,9,1972,Dona,819.0,,1.0,Grup A,Anna Martínez Martínez,True,No,1972-09-26,53,0.05
Toni,Sánchez García,Espanya,Bilbao,28,2,2000,Home,1450.05,,1.0,Grup A,Toni Sánchez García,True,No,2000-02-28,26,0.05
Anna,Ferrer Sánchez,Espanya,Bilbao,21,10,1982,Dona,1389.15,,1.0,Grup A,Anna Ferrer Sánchez,True,No,1982-10-21,43,0.05
Clara,Sánchez,Espanya,Bilbao,1,10,1965,Dona,857.85,1.0,,Grup A,Clara Sánchez,True,Sí,1965-10-01,60,0.05
Anna,Castells,Espanya,Bilbao,20,3,1987,Dona,1450.05,,1.0,Grup A,Anna Castells,True,No,1987-03-20,39,0.05
Laia,Martínez Ferrer,Espanya,Bilbao,19,10,1956,Dona,1030.05,1.0,,Grup A,Laia Martínez Ferrer,True,Sí,1956-10-19,69,0.05
Marta,Sánchez,Espanya,Bilbao,1,9,1972,Dona,1211.7,,1.0,Grup A,Marta Sánchez,True,No,1972-09-01,53,0.05
Pau,Ferrer,Espanya,Bilbao,6,8,1964,Home,1213.8,,1.0,Grup A,Pau Ferrer,True,No,1964-08-06,61,0.05
Clara,Castells García,Espanya,Bilbao,11,1,1964,Dona,1155.0,1.0,,Grup A,Clara Castells García,True,Sí,1964-01-11,62,0.05
Jordi,Castells Ferrer,Espanya,Bilbao,23,2,1979,Home,1279.95,,1.0,Grup A,Jordi Castells Ferrer,True,No,1979-02-23,47,0.05
Carla,Castells García,Espanya,Bilbao,7,1,1994,Dona,1358.7,,1.0,Grup A,Carla Castells García,True,No,1994-01-07,32,0.05
Marta,Romero Sánchez,Espanya,Bilbao,19,7,1968,Dona,1087.8,,1.0,Grup A,Marta Romero Sánchez,True,No,1968-07-19,57,0.05
Jordi,Sánchez,Espanya,Bilbao,5,3,1952,Home,1311.45,,1.0,Grup A,Jordi Sánchez,True,No,1952-03-05,74,0.05
Marta,Martínez,Espanya,Bilbao,22,6,1973,Dona,858.9,,1.0,Grup A,Marta Martínez,True,No,1973-06-22,52,0.05
Jordi,Sánchez,Espanya,Bilbao,20,4,1993,Home,1353.45,,1.0,Grup A,Jordi Sánchez,True,No,1993-04-20,33,0.05
Jordi,Castells,Espanya,Bilbao,1,6,1953,Home,1392.3,1.0,,Grup A,Jordi Castells,True,Sí,1953-06-01,73,0.05
Marc,Martínez Martínez,Espanya,Bilbao,4,1,2001,Home,1751.4,1.0,,Grup A,Marc Martínez Martínez,True,Sí,2001-01-04,25,0.05
Eva,López,Espanya,Bilbao,26,12,1964,Dona,1274.7,,1.0,Grup A,Eva López,True,No,1964-12-26,61,0.05
Jordi,García,Espanya,Bilbao,11,1,1950,Home,1043.7,,1.0,Grup A,Jordi García,True,No,1950-01-11,76,0.05
Arnau,Ferrer Sánchez,Espanya,Bilbao,6,11,1969,Home,1398.6,1.0,,Grup A,Arnau Ferrer Sánchez,True,Sí,1969-11-06,56,0.05
Anna,López,Espanya,Bilbao,17,6,1995,Dona,1396.5,1.0,,Grup A,Anna López,True,Sí,1995-06-17,30,0.05
Jordi,Romero García,Espanya,Bilbao,19,12,1984,Home,1611.75,1.0,,Grup A,Jordi Romero García,True,Sí,1984-12-19,41,0.05
Pau,Castells,Espanya,Bilbao,17,4,1952,,1172.85,,1.0,Grup A,Pau Castells,True,No,1952-04-17,74,0.05
Marta,López,Espanya,Bilbao,24,7,1967,Dona,1492.05,,1.0,Grup A,Marta López,True,No,1967-07-24,58,0.05
Núria,Ferrer,Espanya,Bilbao,17,3,1979,Dona,1279.95,1.0,,Grup A,Núria Ferrer,True,Sí,1979-03-17,47,0.05
Joan,Ferrer,Espanya,Bilbao,21,5,1981,,1478.4,,1.0,Grup A,Joan Ferrer,True,No,1981-05-21,45,0.05
Clara,Sánchez Romero,Espanya,Bilbao,16,3,2004,Dona,1075.2,,1.0,Grup A,Clara Sánchez Romero,True,No,2004-03-16,22,0.05
Eva,Romero,Espanya,Bilbao,18,7,1967,Dona,1388.1,,1.0,Grup A,Eva Romero,True,No,1967-07-18,58,0.05
Arnau,Sánchez,Espanya,Bilbao,23,1,1978,Home,1162.35,,1.0,Grup A,Arnau Sánchez,True,No,1978-01-23,48,0.05
Núria,Martínez Martínez,Espanya,Bilbao,20,8,2002,Dona,1056.3,,1.0,Grup A,Núria Martínez Martínez,True,No,2002-08-20,23,0.05
Anna,Ferrer Martínez,Espanya,Bilbao,15,10,1981,Dona,892.5,1.0,,Grup A,Anna Ferrer Martínez,True,Sí,1981-10-15,44,0.05
Joan,García,Espanya,Bilbao,23,6,1960,Home,867.3,,1.0,Grup A,Joan García,True,No,1960-06-23,65,0.05
Marc,Sánchez,Espanya,Bilbao,3,6,1996,Home,1200.15,1.0,,Grup A,Marc Sánchez,True,Sí,1996-06-03,29,0.05
Jordi,Ferrer,Espanya,Bilbao,22,5,1960,Home,1391.25,,1.0,Grup A,Jordi Ferrer,True,No,1960-05-22,66,0.05
Eva,Castells Romero,Espanya,Bilbao,25,6,1974,Dona,1382.85,,1.0,Grup A,Eva Castells Romero,True,No,1974-06-25,51,0.05
Arnau,Martínez Romero,Espanya,Bilbao,26,8,1997,Home,1501.5,,1.0,Grup A,Arnau Martínez Romero,True,No,1997-08-26,28,0.05
Toni,Ferrer,Espanya,Bilbao,7,4,1996,Altres,1332.45,,1.0,Grup A,Toni Ferrer,True,No,1996-04-07,30,0.05
Laia,Castells Castells,Espanya,Bilbao,3,12,1968,,1396.5,1.0,,Grup A,Laia Castells Castells,True,Sí,1968-12-03,57,0.05
Oriol,Romero,Espanya,Bilbao,28,3,1959,,958.65,1.0,,Grup A,Oriol Romero,True,Sí,1959-03-28,67,0.05
Arnau,Martínez,Espanya,Bilbao,13,8,1964,Home,1387.05,,1.0,Grup A,Arnau Martínez,True,No,1964-08-13,61,0.05
Marc,García Romero,Espanya,Bilbao,25,1,2004,Home,1140.3,,1.0,Grup A,Marc García Romero,True,No,2004-01-25,22,0.05
Anna,Ferrer Castells,Espanya,Bilbao,1,9,1953,Dona,1220.1,,1.0,Grup A,Anna Ferrer Castells,True,No,1953-09-01,72,0.05
Laia,López López,Espanya,Bilbao,3,5,1997,Dona,1109.85,1.0,,Grup A,Laia López López,True,Sí,1997-05-03,29,0.05
Marta,Castells López,Espanya,Bilbao,10,1,1964,Dona,1224.3,1.0,,Grup A,Marta Castells López,True,Sí,1964-01-10,62,0.05
Eva,García,Espanya,Bilbao,17,3,1997,Dona,1085.7,,1.0,Grup A,Eva García,True,No,1997-03-17,29,0.05
Carla,Castells Ferrer,Espanya,Bilbao,20,7,1952,Dona,1397.55,,1.0,Grup A,Carla Castells Ferrer,True,No,1952-07-20,73,0.05
Joan,Sánchez,Espanya,Bilbao,18,3,1982,Home,1713.6,,1.0,Grup A,Joan Sánchez,True,No,1982-03-18,44,0.05
Jordi,Castells,Espanya,Bilbao,6,2,1963,Home,1371.3,1.0,,Grup A,Jordi Castells,True,Sí,1963-02-06,63,0.05
Núria,Martínez,Espanya,Bilbao,10,3,1971,Dona,1037.4,,1.0,Grup A,Núria Martínez,True,No,1971-03-10,55,0.05
Núria,García,Espanya,Bilbao,15,6,2001,Dona,732.9,1.0,,Grup A,Núria García,True,Sí,2001-06-15,24,0.05
Marc,López García,Espanya,Bilbao,10,9,2005,Home,1333.5,,1.0,Grup A,Marc López García,True,No,2005-09-10,20,0.05
Pau,López Ferrer,Espanya,Bilbao,13,4,1960,Home,1185.45,1.0,,Grup A,Pau López Ferrer,True,Sí,1960-04-13,66,0.05
Jordi,López Romero,Espanya,Bilbao,17,12,1978,Home,1066.8,,1.0,Grup A,Jordi López Romero,True,No,1978-12-17,47,0.05
Clara,Romero,Espanya,Bilbao,5,12,2004,Dona,1582.35,,1.0,Grup A,Clara Romero,True,No,2004-12-05,21,0.05
Eva,García,Espanya,Bilbao,13,9,1978,Dona,1172.85,,1.0,Grup A,Eva García,True,No,1978-09-13,47,0.05
Toni,López,Espanya,Bilbao,3,6,1956,Home,899.85,,1.0,Grup A,Toni López,True,No,1956-06-03,69,0.05
Marc,Castells Castells,Espanya,Bilbao,18,12,1955,Home,1396.5,1.0,,Grup A,Marc Castells Castells,True,Sí,1955-12-18,70,0.05
Toni,Romero Martínez,Espanya,Bilbao,15,9,1980,Home,1282.05,,1.0,Grup A,Toni Romero Martínez,True,No,1980-09-15,45,0.05
Arnau,Martínez,Espanya,Bilbao,9,10,1996,Home,1230.6,1.0,,Grup A,Arnau Martínez,True,Sí,1996-10-09,29,0.05
Clara,Sánchez López,Espanya,Bilbao,1,8,1952,Dona,1277.85,,1.0,Grup A,Clara Sánchez López,True,No,1952-08-01,73,0.05
Eva,Castells,Espanya,Madrid,1,12,1965,Dona,922.95,,1.0,Grup A,Eva Castells,True,No,1965-12-01,60,0.05
Joan,López,Espanya,Madrid,5,3,1957,Home,1015.35,,1.0,Grup A,Joan López,True,No,1957-03-05,69,0.05
